643,13,9,1,6,0,0,0,0,0,0,2,17,2,1,0,1,0,38,25,5,0,1,7,0,8,0,0,0
0,718,0,11,5,2,0,0,7,0,3,1,3,0,0,0,0,1,0,0,6,1,4,4,0,0,0,0,0
0,0,757,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,3,0,0,0,1,0,6,0,0,0
0,4,3,674,0,1,0,0,4,0,4,4,1,0,3,0,0,2,1,1,19,6,1,1,0,3,3,0,0
37,17,1,2,593,2,0,0,12,0,1,1,17,8,3,0,0,1,24,4,7,0,4,22,0,0,0,0,0
0,0,0,1,3,680,1,0,2,7,0,2,2,2,3,0,0,2,3,3,1,1,1,0,1,0,4,0,0
0,0,0,0,4,6,593,13,8,37,0,0,11,5,1,8,0,1,2,0,0,1,0,1,17,0,1,1,0
0,0,0,0,0,0,32,1402,16,18,0,0,0,0,0,10,0,0,2,0,0,0,0,0,4,0,4,2,10
0,16,0,6,15,15,2,0,659,8,1,1,5,15,0,0,0,4,2,0,7,1,3,2,1,0,3,0,0
0,0,0,0,1,1,1,3,1,682,0,0,2,0,1,6,1,0,16,0,0,0,0,1,9,0,1,0,0
0,4,0,4,0,3,0,0,24,0,594,3,0,0,0,0,0,6,0,0,22,84,6,2,0,0,1,0,0
0,0,2,0,0,0,0,0,0,0,0,721,0,0,7,0,0,0,0,4,2,0,0,7,0,2,0,0,0
8,1,0,0,5,1,0,0,0,3,0,3,593,81,7,0,0,0,12,17,2,0,0,3,0,0,0,0,0
4,0,0,0,5,0,0,0,3,2,0,0,79,609,4,0,0,0,13,6,0,0,1,4,1,0,0,0,0
10,0,12,5,0,4,0,0,2,0,0,8,8,4,586,0,1,0,19,33,8,0,2,24,8,8,1,0,0
0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,660,23,0,0,0,0,0,0,0,3,12,3,7,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,5,738,0,2,0,0,0,0,1,1,0,4,4,1
0,12,0,1,0,0,0,0,6,0,3,9,3,0,0,0,0,427,5,0,238,31,0,8,0,3,5,0,0
17,0,8,0,1,3,0,0,0,6,0,0,20,10,0,0,1,0,618,18,8,1,1,36,6,2,0,0,0
0,1,1,0,18,1,0,0,0,0,0,2,17,2,5,0,0,0,20,645,1,0,0,14,4,26,0,0,0
1,0,0,0,0,0,0,0,0,0,3,4,1,1,0,0,0,38,2,0,659,5,2,21,0,5,0,0,0
0,14,0,0,0,0,0,0,4,0,33,8,0,0,1,0,0,19,4,1,113,1145,6,11,0,0,6,0,0
0,5,0,1,0,1,0,0,13,0,39,4,0,0,2,0,0,5,0,3,22,109,561,7,0,0,0,0,0
0,0,3,0,0,1,0,0,2,0,0,15,9,0,1,0,0,6,29,16,17,0,0,656,1,5,0,0,0
0,0,0,0,0,2,5,0,3,7,0,0,5,6,3,0,0,0,13,26,0,0,0,5,631,7,19,0,0
1,0,9,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,5,58,2,0,0,6,0,657,0,0,0
0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,2,1,0,6,0,2,0,0,2,2,0,712,0,0
0,1,3,0,1,0,0,1,0,1,0,0,5,6,1,13,33,1,4,0,0,0,0,0,3,5,5,674,1
0,0,4,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,792
