loss,accuracy,preicsion,recalls
3.364042282104492,0.0,0.0,0.0
3.3658559322357178,0.0,0.0,0.0
3.368317127227783,0.0,0.0,0.0
3.3626341819763184,0.0,0.0,0.0
3.3685085773468018,0.0,0.0,0.0
3.3703441619873047,0.0,0.0,0.0
3.3608455657958984,0.0,0.0,0.0
3.3650403022766113,0.0,0.0,0.0
3.369729995727539,0.0,0.0,0.0
3.364802360534668,0.0,0.0,0.0
3.3706512451171875,0.0,0.0,0.0
3.363041400909424,0.0,0.0,0.0
3.3595821857452393,0.0,0.0,0.0
3.362567663192749,0.0,0.0,0.0
3.3640971183776855,0.0,0.0,0.0
3.3693687915802,0.0,0.0,0.0
3.3659448623657227,0.0,0.0,0.0
3.3621268272399902,0.0,0.0,0.0
3.364147663116455,0.0,0.0,0.0
3.359750747680664,0.0,0.0,0.0
3.3710341453552246,0.0,0.0,0.0
3.360717296600342,0.0,0.0,0.0
3.3696212768554688,0.0,0.0,0.0
3.368129253387451,0.0,0.0,0.0
3.363023281097412,0.0,0.0,0.0
3.366795778274536,0.0,0.0,0.0
3.3592700958251953,0.0,0.0,0.0
3.357285737991333,0.0,0.0,0.0
3.355492115020752,0.0,0.0,0.0
3.3643155097961426,0.0,0.0,0.0
3.3625359535217285,0.0,0.0,0.0
3.365734338760376,0.0,0.0,0.0
3.362614870071411,0.0,0.0,0.0
3.3531408309936523,0.0,0.0,0.0
3.3536524772644043,0.0,0.0,0.0
3.3643131256103516,0.0,0.0,0.0
3.3572895526885986,0.0,0.0,0.0
3.35247802734375,0.0,0.0,0.0
3.362140655517578,0.0,0.0,0.0
3.3595595359802246,0.0,0.0,0.0
3.3610546588897705,0.0,0.0,0.0
3.3561792373657227,0.0,0.0,0.0
3.3509626388549805,0.0,0.0,0.0
3.3715763092041016,0.0,0.0,0.0
3.3559653759002686,0.0,0.0,0.0
3.357496500015259,0.0,0.0,0.0
3.349722146987915,0.0,0.0,0.0
3.3587474822998047,0.0,0.0,0.0
3.3622448444366455,0.0,0.0,0.0
3.371866226196289,0.0,0.0,0.0
3.3522205352783203,0.0,0.0,0.0
3.3533079624176025,0.0,0.0,0.0
3.362762451171875,0.0,0.0,0.0
3.351732015609741,0.0,0.0,0.0
3.3361215591430664,0.0,0.0,0.0
3.359919548034668,0.0,0.0,0.0
3.3467743396759033,0.0,0.0,0.0
3.347912073135376,0.0,0.0,0.0
3.350802421569824,0.0,0.0,0.0
3.3612425327301025,0.0,0.0,0.0
3.3435275554656982,0.0,0.0,0.0
3.334721803665161,0.0,0.0,0.0
3.355289936065674,0.0,0.0,0.0
3.345458984375,0.0,0.0,0.0
3.3495874404907227,0.0,0.0,0.0
3.3339345455169678,0.0,0.0,0.0
3.3442575931549072,0.0,0.0,0.0
3.3529703617095947,0.0,0.0,0.0
3.340280055999756,0.0,0.0,0.0
3.356858491897583,0.0,0.0,0.0
3.351332187652588,0.0,0.0,0.0
3.3410000801086426,0.0,0.0,0.0
3.342313766479492,0.0,0.0,0.0
3.3222908973693848,0.0,0.0,0.0
3.3545680046081543,0.0,0.0,0.0
3.3324646949768066,0.0,0.0,0.0
3.3292717933654785,0.0,0.0,0.0
3.344662666320801,0.0,0.0,0.0
3.3329389095306396,0.0,0.0,0.0
3.3538217544555664,0.0,0.0,0.0
3.311826467514038,0.0,0.0,0.0
3.32470703125,0.0,0.0,0.0
3.3279240131378174,0.0,0.0,0.0
3.3101484775543213,0.0,0.0,0.0
3.3360910415649414,0.0,0.0,0.0
3.326313018798828,0.0,0.0,0.0
3.3391225337982178,0.0,0.0,0.0
3.3184714317321777,0.0,0.0,0.0
3.3097984790802,0.0,0.0,0.0
3.3254168033599854,0.0,0.0,0.0
3.3158907890319824,0.0,0.0,0.0
3.313558578491211,0.0,0.0,0.0
3.31111478805542,0.0,0.0,0.0
3.316807746887207,0.0,0.0,0.0
3.285355806350708,0.0,0.0,0.0
3.2718448638916016,0.0,0.0,0.0
3.314911127090454,0.0,0.0,0.0
3.2886619567871094,0.0,0.0,0.0
3.3083410263061523,0.0,0.0,0.0
3.3367278575897217,0.0,0.0,0.0
3.3028206825256348,0.0,0.0,0.0
3.32790207862854,0.0,0.0,0.0
3.281240463256836,0.0,0.0,0.0
3.299201726913452,0.0,0.0,0.0
3.3329968452453613,0.0,0.0,0.0
3.312544584274292,0.0,0.0,0.0
3.284945011138916,0.0,0.0,0.0
3.288065195083618,0.0,0.0,0.0
3.3018269538879395,0.0,0.0,0.0
3.2569663524627686,0.0,0.0,0.0
