1229,21,2,1,51,0,1,0,0,1,1,13,23,1,11,0,0,9,69,7,2,1,5,3,3,2,1,0,0
2,690,0,1,10,0,0,0,11,0,7,3,0,1,0,0,0,31,0,0,4,1,6,0,0,0,0,0,0
4,0,1229,2,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0
10,20,0,567,12,0,1,0,24,0,14,15,0,0,15,0,0,12,2,0,2,15,4,0,0,1,2,0,0
14,92,0,0,511,12,4,0,34,0,12,3,17,0,3,0,0,4,13,1,0,0,2,2,0,0,1,0,0
2,0,2,0,0,1456,18,0,54,18,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,7,0,0,6,0,623,47,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18
0,0,0,0,3,0,23,686,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,10
0,13,0,0,6,0,36,0,695,0,9,0,0,0,0,0,0,14,0,0,3,0,12,0,0,0,5,0,0
0,0,0,0,0,0,24,7,2,634,0,0,4,2,4,6,1,0,19,1,0,0,0,0,2,0,14,5,1
0,35,0,1,0,1,0,0,9,0,576,2,5,0,2,0,0,19,0,0,4,24,24,0,0,0,0,0,0
1,0,3,0,2,3,0,0,0,0,3,720,0,2,10,0,0,0,10,0,8,0,0,0,0,2,0,0,0
5,7,0,1,9,2,2,0,17,2,6,0,535,34,26,0,0,10,37,8,2,2,0,4,0,4,6,5,0
10,8,0,0,10,12,10,0,20,4,6,2,186,1192,18,0,0,14,84,0,6,0,2,0,4,4,0,0,0
8,0,11,4,3,8,0,0,7,0,0,30,15,2,570,0,0,14,74,4,1,2,1,5,2,6,1,6,2
0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,663,45,0,3,0,0,0,0,0,2,1,19,2,1
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,44,656,0,9,0,0,0,0,0,5,2,0,29,2
0,12,0,0,0,0,0,0,3,0,27,0,0,1,0,0,0,622,16,0,62,7,2,0,0,0,0,0,0
30,0,0,0,4,2,0,0,2,24,2,26,20,2,24,8,4,28,1310,8,8,0,0,16,0,0,4,0,20
27,0,7,0,15,2,0,0,0,7,0,21,10,2,45,7,8,0,129,429,0,0,0,7,7,14,0,1,0
0,25,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,188,18,0,508,13,3,5,0,3,1,0,0
0,8,0,2,0,0,1,0,5,0,115,4,0,1,4,0,0,95,8,1,35,420,19,2,0,1,7,0,1
0,17,0,1,1,1,0,0,10,0,90,0,0,10,1,0,0,31,0,0,13,95,466,1,0,0,0,0,0
3,12,0,0,29,6,1,0,3,0,4,9,6,8,22,0,3,16,58,9,49,5,2,427,2,22,1,1,0
0,0,0,0,0,1,18,1,11,26,0,0,7,0,3,25,9,0,44,1,0,0,0,0,575,28,14,4,18
16,0,21,0,1,1,0,0,0,1,0,12,3,0,5,3,7,2,19,17,0,2,0,1,2,642,0,4,1
0,0,0,0,0,1,1,3,0,3,0,0,0,2,2,25,6,3,6,1,0,0,0,0,21,0,674,19,14
0,0,1,0,0,0,0,1,0,7,0,0,0,2,3,4,22,0,22,2,0,0,0,0,1,1,3,698,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752
