266,1,0,2,0,0,0,0,0,1,0,1,7,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0
0,291,0,1,2,0,0,0,0,0,6,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0
5,0,567,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,296,2,1,1,1,0,0,1,1,2,0,2,0,0,1,0,2,0,0,0,0,0,2,1,0,0
18,5,0,2,236,2,0,0,14,0,3,0,6,0,0,0,0,0,5,0,1,0,1,3,0,0,0,0,0
0,0,0,0,0,294,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,0,0
0,0,0,0,0,0,269,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,292,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,0,1,0,0,1,287,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,12,7,2,288,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,2,0,1,0,0,0,0,2,0,293,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,265,1,1,2,0,0,0,3,2,0,0,0,2,0,0,0,0,0
1,0,0,0,1,0,0,0,1,0,0,0,278,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0,0,42,255,4,0,0,0,2,0,0,0,2,0,2,0,0,0,0
4,0,1,0,1,2,0,0,0,0,0,1,15,2,295,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,300,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,11,293,0,0,0,0,0,0,0,0,0,0,2,0
0,3,0,0,0,0,0,0,11,2,17,0,1,0,2,0,0,241,0,0,7,21,1,0,0,0,0,0,0
2,0,0,0,0,0,0,0,3,1,0,0,10,1,9,0,0,3,233,35,0,0,1,5,4,1,0,0,0
3,0,0,0,0,2,0,0,0,0,0,1,4,0,3,0,0,1,2,517,0,0,0,1,2,0,0,0,0
0,10,0,2,0,0,0,0,0,0,12,2,0,0,7,0,0,47,4,1,167,31,0,4,0,0,0,0,0
0,2,0,0,0,0,0,0,2,0,23,0,0,0,0,0,0,13,4,0,11,223,11,9,0,0,0,0,0
0,3,0,1,0,1,0,0,3,0,11,0,1,0,6,0,0,3,0,1,1,19,221,3,0,0,0,0,0
0,0,0,0,2,0,0,0,3,0,2,3,2,0,9,0,0,8,4,3,1,1,4,375,0,1,0,0,0
2,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,0,0,3,0,0,0,2,241,0,2,0,1
3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,1,17,0,1,0,2,7,296,0,0,0
0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,303,1,0
0,0,0,0,0,2,0,6,0,0,0,0,0,0,6,16,10,0,0,0,0,0,0,0,8,2,10,520,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,294
