loss,accuracy,preicsion,recalls
3.366428852081299,0.0,0.0,0.0
3.365387439727783,0.0,0.0,0.0
3.364367961883545,0.0,0.0,0.0
3.3633952140808105,0.0,0.0,0.0
3.368391513824463,0.0,0.0,0.0
3.36810302734375,0.0,0.0,0.0
3.367659568786621,0.0,0.0,0.0
3.3671321868896484,0.0,0.0,0.0
3.3666419982910156,0.0,0.0,0.0
3.3663768768310547,0.0,0.0,0.0
3.3659586906433105,0.0,0.0,0.0
3.365457534790039,0.0,0.0,0.0
3.3677449226379395,0.0,0.0,0.0
3.3675243854522705,0.0,0.0,0.0
3.367203712463379,0.0,0.0,0.0
3.366830348968506,0.0,0.0,0.0
3.366199493408203,0.0,0.0,0.0
3.365968704223633,0.0,0.0,0.0
3.3656086921691895,0.0,0.0,0.0
3.3651463985443115,0.0,0.0,0.0
3.3687193393707275,0.0,0.0,0.0
3.368499279022217,0.0,0.0,0.0
3.3681068420410156,0.0,0.0,0.0
3.367594003677368,0.0,0.0,0.0
3.3650639057159424,0.0,0.0,0.0
3.3648223876953125,0.0,0.0,0.0
3.3644638061523438,0.0,0.0,0.0
3.364015579223633,0.0,0.0,0.0
3.3681488037109375,0.0,0.0,0.0
3.367966890335083,0.0,0.0,0.0
3.3676223754882812,0.0,0.0,0.0
3.3671658039093018,0.0,0.0,0.0
3.366758346557617,0.0,0.0,0.0
3.3666062355041504,0.0,0.0,0.0
3.366288423538208,0.0,0.0,0.0
3.36582350730896,0.0,0.0,0.0
3.365145683288574,0.0,0.0,0.0
3.364938259124756,0.0,0.0,0.0
3.3645758628845215,0.0,0.0,0.0
3.364063262939453,0.0,0.0,0.0
3.3659491539001465,0.0,0.0,0.0
3.3656105995178223,0.0,0.0,0.0
3.365133285522461,0.0,0.0,0.0
3.364539623260498,0.0,0.0,0.0
3.3641390800476074,0.0,0.0,0.0
3.3637921810150146,0.0,0.0,0.0
3.3632302284240723,0.0,0.0,0.0
3.3624768257141113,0.0,0.0,0.0
3.362743854522705,0.0,0.0,0.0
3.3623740673065186,0.0,0.0,0.0
3.3618364334106445,0.0,0.0,0.0
3.3611021041870117,0.0,0.0,0.0
3.369778633117676,0.0,0.0,0.0
3.3693881034851074,0.0,0.0,0.0
3.3687193393707275,0.0,0.0,0.0
3.36784029006958,0.0,0.0,0.0
3.364692449569702,0.0,0.0,0.0
3.36426043510437,0.0,0.0,0.0
3.363577127456665,0.0,0.0,0.0
3.36271333694458,0.0,0.0,0.0
3.3623390197753906,0.0,0.0,0.0
3.361889362335205,0.0,0.0,0.0
3.3612513542175293,0.0,0.0,0.0
3.360435724258423,0.0,0.0,0.0
3.3634836673736572,0.0,0.0,0.0
3.3628156185150146,0.0,0.0,0.0
3.3618078231811523,0.0,0.0,0.0
3.3605082035064697,0.0,0.0,0.0
3.363861083984375,0.0,0.0,0.0
3.3629112243652344,0.0,0.0,0.0
3.3615708351135254,0.0,0.0,0.0
3.3599207401275635,0.0,0.0,0.0
3.3592357635498047,0.0,0.0,0.0
3.3585450649261475,0.0,0.0,0.0
3.357357978820801,0.0,0.0,0.0
3.3558549880981445,0.0,0.0,0.0
3.367379903793335,0.0,0.0,0.0
3.3667984008789062,0.0,0.0,0.0
3.365701198577881,0.0,0.0,0.0
3.364192008972168,0.0,0.0,0.0
3.3579440116882324,0.0,0.0,0.0
3.3568902015686035,0.0,0.0,0.0
3.355285167694092,0.0,0.0,0.0
3.353304386138916,0.0,0.0,0.0
3.3590803146362305,0.0,0.0,0.0
3.357692241668701,0.0,0.0,0.0
3.3553829193115234,0.0,0.0,0.0
3.3526840209960938,0.0,0.0,0.0
3.353207588195801,0.0,0.0,0.0
3.352489709854126,0.0,0.0,0.0
3.3506124019622803,0.0,0.0,0.0
3.3479866981506348,0.0,0.0,0.0
3.3451426029205322,0.0,0.0,0.0
3.343153476715088,0.0,0.0,0.0
3.3406882286071777,0.0,0.0,0.0
3.3377959728240967,0.0,0.0,0.0
3.334501266479492,0.0,0.0,0.0
3.331575393676758,0.0,0.0,0.0
3.3274788856506348,0.0,0.0,0.0
3.3224196434020996,0.0,0.0,0.0
3.315269947052002,0.0,0.0,0.0
3.31038498878479,0.0,0.0,0.0
3.3042454719543457,0.0,0.0,0.0
3.2968931198120117,0.0,0.0,0.0
3.334704637527466,0.0,0.0,0.0
3.331003427505493,0.0,0.0,0.0
3.32584285736084,0.0,0.0,0.0
3.3195815086364746,0.0,0.0,0.0
3.3324952125549316,0.0,0.0,0.0
3.326749324798584,0.0,0.0,0.0
3.3194384574890137,0.0,0.0,0.0
3.312009811401367,0.0,0.0,0.0
3.302384376525879,0.0,0.0,0.0
3.2979016304016113,0.0,0.0,0.0
3.290041446685791,0.0,0.0,0.0
3.2808732986450195,0.0,0.0,0.0
3.2969985008239746,0.0,0.0,0.0
3.2935304641723633,0.0,0.0,0.0
3.285628080368042,0.0,0.0,0.0
3.2740046977996826,0.0,0.0,0.0
3.2498788833618164,0.0,0.0,0.0
3.240619421005249,0.0,0.0,0.0
3.2304675579071045,0.0,0.0,0.0
3.218400478363037,0.0,0.0,0.0
3.2644736766815186,0.0,0.0,0.0
3.250697374343872,0.0,0.0,0.0
3.237414836883545,0.0,0.0,0.0
3.2259726524353027,0.0,0.0,0.0
3.3318870067596436,0.0,0.0,0.0
3.3108437061309814,0.0,0.0,0.0
3.2824854850769043,0.0,0.0,0.0
3.2629404067993164,0.0,0.0,0.0
3.2248342037200928,0.0,0.0,0.0
3.2246012687683105,0.0,0.0,0.0
3.213829755783081,0.0,0.0,0.0
3.195051670074463,0.0,0.0,0.0
3.1967782974243164,0.0,0.0,0.0
3.1807236671447754,0.0,0.0,0.0
3.1682519912719727,0.0,0.0,0.0
3.1603360176086426,0.0,0.0,0.0
3.198744773864746,0.0,0.0,0.0
3.196110725402832,0.0,0.0,0.0
3.187135934829712,0.0,0.0,0.0
3.1723427772521973,0.0,0.0,0.0
3.2061619758605957,0.0,0.0,0.0
3.1974713802337646,0.0,0.0,0.0
3.1864681243896484,0.0,0.0,0.0
3.172550678253174,0.0,0.0,0.0
3.168177843093872,0.0,0.0,0.0
3.155855178833008,0.0,0.0,0.0
3.139944076538086,0.0,0.0,0.0
3.1238083839416504,0.0,0.0,0.0
3.1207680702209473,0.0,0.0,0.0
3.1130425930023193,0.0,0.0,0.0
3.101395845413208,0.0,0.0,0.0
3.0856409072875977,0.0,0.0,0.0
3.1381661891937256,0.0,0.0,0.0
3.1283414363861084,0.0,0.0,0.0
3.113490104675293,0.0,0.0,0.0
3.094574451446533,0.0,0.0,0.0
3.1232314109802246,0.0,0.0,0.0
3.1133248805999756,0.0,0.0,0.0
3.097527027130127,0.0,0.0,0.0
3.0767126083374023,0.0,0.0,0.0
3.1121938228607178,0.0,0.0,0.0
3.0984864234924316,0.0,0.0,0.0
3.0804691314697266,0.0,0.0,0.0
3.0633020401000977,0.0,0.0,0.0
3.1377053260803223,0.0,0.0,0.0
3.118778705596924,0.0,0.0,0.0
3.0980448722839355,0.0,0.0,0.0
3.0787482261657715,0.0,0.0,0.0
3.120224714279175,0.0,0.0,0.0
3.1005091667175293,0.0,0.0,0.0
3.078631639480591,0.0,0.0,0.0
3.0604991912841797,0.0,0.0,0.0
3.1128995418548584,0.0,0.0,0.0
3.106773853302002,0.0,0.0,0.0
3.0954182147979736,0.0,0.0,0.0
3.077533721923828,0.0,0.0,0.0
3.1313254833221436,0.0,0.0,0.0
3.113844394683838,0.0,0.0,0.0
3.0970239639282227,0.0,0.0,0.0
3.0790812969207764,0.0,0.0,0.0
3.132876396179199,0.0,0.0,0.0
3.1216983795166016,0.0,0.0,0.0
3.108119010925293,0.0,0.0,0.0
3.0929343700408936,0.0,0.0,0.0
3.1310362815856934,0.0,0.0,0.0
3.1226940155029297,0.0,0.0,0.0
3.1068172454833984,0.0,0.0,0.0
3.0867018699645996,0.0,0.0,0.0
3.050421953201294,0.0,0.0,0.0
3.029158115386963,0.0,0.0,0.0
2.9999961853027344,0.0,0.0,0.0
2.970158576965332,0.0,0.0,0.0
2.983231544494629,0.0,0.0,0.0
2.9635276794433594,0.0,0.0,0.0
2.9247844219207764,0.0,0.0,0.0
2.891399383544922,0.0,0.0,0.0
2.9737136363983154,0.0,0.0,0.0
2.9573144912719727,0.0,0.0,0.0
2.9294979572296143,0.0,0.0,0.0
2.902750015258789,0.0,0.0,0.0
3.001006603240967,0.0,1.0,0.0078125
2.981693744659424,0.0,1.0,0.0078125
2.936619281768799,0.0,1.0,0.0078125
2.8951213359832764,0.0,0.0,0.0
3.1179399490356445,0.0,0.0,0.0
3.107372522354126,0.0,0.0,0.0
3.0640082359313965,0.0,0.0,0.0
3.018855333328247,0.0,0.0,0.0
3.1521687507629395,0.0,0.0,0.0
3.1435723304748535,0.0,0.0,0.0
3.1155710220336914,0.0,0.0,0.0
3.0702290534973145,0.0,0.0,0.0
3.087987184524536,0.0,0.0,0.0
3.073700428009033,0.0,0.0,0.0
3.0681917667388916,0.0,0.0,0.0
3.06203556060791,0.0,0.0,0.0
3.164788246154785,0.0,0.0,0.0
3.1551427841186523,0.0,0.0,0.0
3.1343178749084473,0.0,0.0,0.0
3.1082444190979004,0.0,0.0,0.0
2.818540096282959,0.0,0.0,0.0
2.8059120178222656,0.0,0.0,0.0
2.7993197441101074,0.0,0.0,0.0
2.790468215942383,0.0,0.0,0.0
3.027585983276367,0.0,0.0,0.0
3.0079686641693115,0.0,0.0,0.0
2.9841833114624023,0.0,0.0,0.0
2.962416648864746,0.0,0.0,0.0
2.9130187034606934,0.0,0.0,0.0
2.9064364433288574,0.0,0.0,0.0
2.8957741260528564,0.0,0.0,0.0
2.876946449279785,0.0,0.0,0.0
2.9769976139068604,0.0,0.0,0.0
2.9633724689483643,0.0,0.0,0.0
2.9419198036193848,0.0,0.0,0.0
2.918931007385254,0.0,0.0,0.0
2.9223036766052246,0.0,0.0,0.0
2.9092044830322266,0.0,0.0,0.0
2.888216018676758,0.0,1.0,0.0078125
2.861158847808838,0.0,1.0,0.0078125
2.9805290699005127,0.0,0.0,0.0
2.9718456268310547,0.0,0.0,0.0
2.9518485069274902,0.0,0.0,0.0
2.924233913421631,0.0,0.0,0.0
2.8904495239257812,0.0,0.0,0.0
2.8752617835998535,0.0,0.0,0.0
2.8529863357543945,0.0,0.0,0.0
2.8265464305877686,0.0,0.0,0.0
3.1083059310913086,0.0,1.0,0.0078125
3.0926589965820312,0.0,1.0,0.0078125
3.052879571914673,0.0,1.0,0.0078125
2.996333122253418,0.0,1.0,0.0078125
2.9656147956848145,0.0,0.0,0.0
2.9517955780029297,0.0,1.0,0.0078125
2.9340310096740723,0.0,1.0,0.0078125
2.9088807106018066,0.0,1.0,0.015625
2.8787283897399902,0.0,1.0,0.015625
2.8421292304992676,0.0,0.75,0.0234375
2.8099725246429443,0.0,0.75,0.0234375
2.783994674682617,0.0,0.75,0.0234375
2.8408029079437256,0.0,0.0,0.0
2.83756947517395,0.0,0.0,0.0
