521,2,13,4,12,0,0,0,8,0,0,2,3,0,8,1,2,0,1,0,7,0,0,1,0,7,0,1,0
3,405,0,27,37,0,1,0,59,0,3,0,0,2,0,0,0,1,0,0,15,0,2,1,0,0,0,3,0
4,0,604,6,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0,3,0,0,0,0,3,0,0,0
5,3,4,546,1,0,0,0,8,0,6,8,2,1,20,0,0,0,5,0,4,0,0,0,0,3,0,1,0
39,4,1,5,466,4,0,0,21,0,0,0,2,1,0,0,0,0,8,0,13,0,0,1,0,0,0,0,0
16,0,17,9,5,528,1,0,5,0,4,21,0,0,8,1,0,0,2,0,4,0,0,0,5,4,1,2,0
3,0,1,0,4,2,526,16,16,7,0,0,0,0,5,13,0,0,1,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,28,540,5,16,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,1,8,0,5,0,563,0,1,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0
5,0,2,0,0,0,25,22,5,538,0,1,2,0,3,6,4,0,0,0,0,0,0,0,2,0,0,14,0
0,0,0,3,0,1,3,0,35,1,548,1,0,0,0,0,0,15,0,0,3,27,2,0,0,0,0,0,0
7,0,5,0,0,0,0,0,0,0,1,548,0,0,18,0,0,3,0,5,0,0,0,0,0,0,0,0,0
40,0,9,0,9,0,0,0,9,2,0,2,427,41,25,0,1,1,3,0,6,0,0,0,4,8,0,4,0
8,0,2,0,8,0,2,0,9,5,0,0,31,483,14,0,0,1,5,0,4,0,0,3,6,1,0,26,0
11,0,18,4,0,1,0,0,0,0,0,9,0,1,503,2,4,0,0,0,1,0,0,1,5,6,0,21,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,597,15,0,0,0,0,0,0,0,0,0,0,3,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,19,647,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,4,0,0,10,0,41,0,16,3,0,1,4,0,0,409,0,0,98,1,0,3,4,0,3,6,0
40,2,2,0,14,0,0,0,6,4,0,0,8,16,11,2,9,1,350,44,26,0,0,20,4,4,8,31,0
18,1,13,1,1,0,0,0,0,6,0,35,7,4,22,9,25,1,10,408,9,0,0,6,7,4,0,18,0
1,0,0,10,2,0,0,0,3,0,3,2,2,4,7,0,0,68,3,0,463,5,4,18,2,3,0,1,0
0,0,0,3,0,0,4,0,22,0,48,4,0,0,1,0,0,64,1,0,99,330,6,2,4,0,1,3,0
0,0,0,7,6,0,0,0,23,0,66,0,1,3,4,2,0,18,0,1,45,72,319,7,0,1,0,2,0
9,0,1,0,10,4,0,0,8,0,1,18,0,12,17,1,5,22,9,25,24,0,0,384,13,13,2,32,0
0,0,0,0,0,4,4,0,8,6,0,6,1,0,8,11,4,0,2,8,6,1,0,1,422,14,2,67,0
19,0,7,0,0,0,0,0,0,0,0,20,3,0,5,2,0,6,2,25,5,0,0,6,4,462,0,26,0
2,1,0,2,0,9,3,0,7,7,2,3,0,0,13,24,35,0,0,2,2,0,0,6,13,11,365,65,2
0,0,0,0,0,0,0,5,0,11,0,0,1,0,3,5,47,0,0,0,0,0,0,0,0,0,0,1133,0
2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578
