loss,accuracy,preicsion,recalls
3.3672285079956055,0.0,0.0,0.0
3.3680944442749023,0.0,0.0,0.0
3.3690152168273926,0.0,0.0,0.0
3.3686957359313965,0.0,0.0,0.0
3.367767810821533,0.0,0.0,0.0
3.369405746459961,0.0,0.0,0.0
3.3689093589782715,0.0,0.0,0.0
3.3692550659179688,0.0,0.0,0.0
3.3694794178009033,0.0,0.0,0.0
3.368269443511963,0.0,0.0,0.0
3.366696834564209,0.0,0.0,0.0
3.3659372329711914,0.0,0.0,0.0
3.365696430206299,0.0,0.0,0.0
3.364386558532715,0.0,0.0,0.0
3.3647472858428955,0.0,0.0,0.0
3.365967273712158,0.0,0.0,0.0
3.3650624752044678,0.0,0.0,0.0
3.3660144805908203,0.0,0.0,0.0
3.3666210174560547,0.0,0.0,0.0
3.3676719665527344,0.0,0.0,0.0
3.364654541015625,0.0,0.0,0.0
3.3665475845336914,0.0,0.0,0.0
3.365605115890503,0.0,0.0,0.0
3.3649792671203613,0.0,0.0,0.0
3.3635878562927246,0.0,0.0,0.0
3.3655447959899902,0.0,0.0,0.0
3.362846851348877,0.0,0.0,0.0
3.3626418113708496,0.0,0.0,0.0
3.3660764694213867,0.0,0.0,0.0
3.370405435562134,0.0,0.0,0.0
3.3665823936462402,0.0,0.0,0.0
3.3683876991271973,0.0,0.0,0.0
3.366952419281006,0.0,0.0,0.0
3.3650290966033936,0.0,0.0,0.0
3.3675379753112793,0.0,0.0,0.0
3.365779399871826,0.0,0.0,0.0
3.3622000217437744,0.0,0.0,0.0
3.3608450889587402,0.0,0.0,0.0
3.362678050994873,0.0,0.0,0.0
3.363976001739502,0.0,0.0,0.0
3.3613903522491455,0.0,0.0,0.0
3.3646750450134277,0.0,0.0,0.0
3.363765001296997,0.0,0.0,0.0
3.364668846130371,0.0,0.0,0.0
3.3585872650146484,0.0,0.0,0.0
3.357217788696289,0.0,0.0,0.0
3.3639230728149414,0.0,0.0,0.0
3.3620309829711914,0.0,0.0,0.0
3.3619542121887207,0.0,0.0,0.0
3.3634860515594482,0.0,0.0,0.0
3.3594725131988525,0.0,0.0,0.0
3.3654778003692627,0.0,0.0,0.0
3.362692356109619,0.0,0.0,0.0
3.3609607219696045,0.0,0.0,0.0
3.3606791496276855,0.0,0.0,0.0
3.3629026412963867,0.0,0.0,0.0
3.3570785522460938,0.0,0.0,0.0
3.3601326942443848,0.0,0.0,0.0
3.358954906463623,0.0,0.0,0.0
3.3663506507873535,0.0,0.0,0.0
3.3686797618865967,0.0,0.0,0.0
3.3654725551605225,0.0,0.0,0.0
3.3568639755249023,0.0,0.0,0.0
3.36264705657959,0.0,0.0,0.0
3.3562493324279785,0.0,0.0,0.0
3.3656482696533203,0.0,0.0,0.0
3.3613107204437256,0.0,0.0,0.0
3.361442804336548,0.0,0.0,0.0
