31,0,15,55,77,7,1,0,4,2,6,6,9,28,0,2,2,0,1,2,1,0,13,1,0,4,29,3,1
1,33,2,55,83,5,0,0,0,0,22,1,3,28,0,5,0,1,0,0,1,0,20,1,0,7,26,5,1
3,0,99,63,16,1,0,0,1,0,2,4,0,22,3,2,1,3,0,0,4,1,38,0,0,9,20,3,5
6,1,24,120,43,2,2,2,4,0,13,6,3,13,1,4,0,3,0,3,1,0,18,0,0,3,25,2,1
26,2,5,63,83,8,5,0,2,2,10,6,16,18,1,3,2,0,0,0,3,0,15,0,0,4,22,4,0
16,0,4,42,50,70,4,2,1,3,2,10,6,31,0,0,6,1,0,2,1,0,22,0,0,1,16,9,1
7,1,3,36,33,31,29,4,0,9,6,12,5,28,0,5,3,5,1,3,0,0,24,0,3,1,27,18,6
1,1,0,28,20,37,16,56,0,11,3,5,0,26,0,5,5,1,0,1,0,0,9,0,0,2,28,37,8
17,2,5,47,54,12,9,0,4,2,2,7,11,37,2,2,1,2,3,1,2,0,22,1,1,7,42,4,1
7,1,3,19,13,43,10,5,0,14,3,16,3,35,0,4,9,0,0,0,0,0,18,1,3,12,21,48,12
4,3,11,91,26,8,6,1,2,0,48,1,0,17,1,1,1,2,0,0,0,2,35,1,0,4,28,6,1
3,0,23,65,23,7,4,0,7,0,12,29,6,26,1,2,1,12,1,3,7,0,30,9,3,1,23,2,0
19,0,8,35,36,17,0,3,3,3,10,3,11,22,2,3,7,0,3,2,0,0,40,8,0,21,31,10,3
19,1,2,28,38,26,3,5,1,6,3,1,10,39,4,5,4,0,0,5,0,0,18,5,1,19,42,11,4
5,0,19,55,22,8,2,0,2,2,6,9,4,26,5,2,5,5,1,4,1,0,35,5,1,30,31,3,12
1,0,0,11,7,35,5,1,0,9,0,10,1,31,2,13,31,0,1,7,0,0,16,1,3,55,20,28,12
5,0,4,23,3,18,1,0,1,3,0,10,1,13,0,2,44,0,0,8,1,0,21,8,2,54,27,34,17
0,4,11,51,8,2,1,0,3,0,27,8,0,14,1,9,1,9,1,3,5,1,40,13,0,33,40,10,5
13,1,5,24,30,4,6,0,4,2,8,0,10,28,2,2,8,3,0,2,1,0,31,7,4,59,28,5,13
19,0,14,30,15,7,3,0,2,0,3,20,6,15,5,0,3,1,0,16,1,0,29,5,1,61,34,3,7
3,2,16,47,12,2,1,1,2,0,31,3,1,26,0,0,1,6,1,4,2,1,28,8,4,39,51,2,6
3,3,14,52,10,2,0,0,1,0,22,5,3,19,2,4,2,5,0,5,1,3,48,9,2,42,33,3,7
4,2,6,38,20,3,2,0,2,3,16,5,4,17,0,2,0,5,4,6,3,2,46,3,2,39,60,1,5
9,9,10,38,10,7,5,2,8,0,8,17,0,31,3,1,1,0,2,8,0,3,35,15,4,44,23,1,6
17,0,0,19,7,10,4,4,0,7,4,4,7,22,1,2,18,1,1,6,0,0,23,2,9,54,42,6,30
13,0,26,38,16,1,2,0,2,0,5,15,1,14,2,0,2,1,0,13,0,0,25,5,1,81,23,2,12
1,0,0,24,0,8,4,10,0,0,0,5,0,17,1,7,15,1,0,3,0,0,31,1,11,41,73,24,23
1,0,14,36,4,8,1,6,0,0,2,10,4,10,0,2,22,0,1,3,0,0,28,5,4,28,36,67,8
0,0,0,7,0,0,0,0,0,0,3,2,0,22,0,0,10,7,1,0,1,0,8,0,3,44,65,9,118
