Loss,Precision,Recall,F1
3.3676124,0.0013469828,0.03448276,0.0025926887
3.3677104,0.0005387931,0.03448276,0.001061008
3.3673403,0.0017510776,0.03448276,0.0033329062
3.3673153,0.0016163794,0.03448276,0.0030880081
3.3674998,0.0010775862,0.03448276,0.002089864
3.367286,0.001481681,0.03448276,0.002841276
3.3671858,0.0010775862,0.03448276,0.002089864
3.3669078,0.0013469828,0.03448276,0.0025926887
3.3671775,0.001481681,0.03448276,0.002841276
3.367236,0.0016163794,0.03448276,0.0030880081
3.367472,0.0006734914,0.03448276,0.0013211785
3.3674295,0.0016163794,0.03448276,0.0030880081
3.3674436,0.0013469828,0.03448276,0.0025926887
3.3672109,0.0009428879,0.03448276,0.0018355841
3.3676062,0.0010775862,0.03448276,0.002089864
3.3674254,0.0016163794,0.03448276,0.0030880081
3.3672616,0.0009428879,0.03448276,0.0018355841
3.3670354,0.0018857758,0.03448276,0.0035759897
3.3672938,0.001481681,0.03448276,0.002841276
3.367148,0.0010775862,0.03448276,0.002089864
3.3674953,0.0016163794,0.03448276,0.0030880081
3.3672798,0.0010775862,0.03448276,0.002089864
3.3679962,0.00040409484,0.03448276,0.00079882843
3.367537,0.0005387931,0.03448276,0.001061008
3.3676205,0.0005387931,0.03448276,0.001061008
3.367162,0.0017510776,0.03448276,0.0033329062
3.3673344,0.0008081897,0.03448276,0.001579363
3.3670192,0.0010775862,0.03448276,0.002089864
3.367095,0.0009428879,0.03448276,0.0018355841
3.367877,0.0009428879,0.03448276,0.0018355841
3.3671343,0.0021551724,0.03448276,0.004056795
3.3671193,0.001481681,0.03448276,0.002841276
3.3674102,0.0013469828,0.03448276,0.0025926887
3.3677154,0.0006734914,0.03448276,0.0013211785
3.3676536,0.0009428879,0.03448276,0.0018355841
3.3676596,0.0006734914,0.03448276,0.0013211785
3.3675437,0.001481681,0.03448276,0.002841276
3.3674874,0.0009428879,0.03448276,0.0018355841
3.3672988,0.0013469828,0.03448276,0.0025926887
3.3676853,0.0009428879,0.03448276,0.0018355841
3.367381,0.00026939655,0.03448276,0.0005346164
3.3674474,0.0008081897,0.03448276,0.001579363
3.367228,0.0017510776,0.03448276,0.0033329062
3.367332,0.0012122844,0.03448276,0.002342225
3.3673768,0.0006734914,0.03448276,0.0013211785
3.3671515,0.0012122844,0.03448276,0.002342225
3.3676782,0.0008081897,0.03448276,0.001579363
3.367395,0.0013469828,0.03448276,0.0025926887
3.367489,0.00040409484,0.03448276,0.00079882843
3.3674378,0.0010775862,0.03448276,0.002089864
3.3672523,0.0010775862,0.03448276,0.002089864
3.367558,0.0012122844,0.03448276,0.002342225
3.3674111,0.00076970446,0.03448276,0.0015057974
3.3671708,0.0012122844,0.03448276,0.002342225
3.3671653,0.0017510776,0.03448276,0.0033329062
3.3671553,0.0008081897,0.03448276,0.001579363
3.3673744,0.0010775862,0.03448276,0.002089864
3.3672872,0.0005387931,0.03448276,0.001061008
3.367218,0.0009428879,0.03448276,0.0018355841
3.3669453,0.001481681,0.03448276,0.002841276
3.367228,0.0010775862,0.03448276,0.002089864
3.3671098,0.0010775862,0.03448276,0.002089864
3.3674192,0.0010775862,0.03448276,0.002089864
3.3673387,0.0013469828,0.03448276,0.0025926887
3.3674164,0.0010775862,0.03448276,0.002089864
3.367436,0.0009428879,0.03448276,0.0018355841
3.3674586,0.00026939655,0.03448276,0.0005346164
3.3669744,0.001481681,0.03448276,0.002841276
3.3673105,0.0010775862,0.03448276,0.002089864
3.367238,0.0006734914,0.03448276,0.0013211785
3.3672411,0.0016163794,0.03448276,0.0030880081
3.3672762,0.0006734914,0.03448276,0.0013211785
3.3673263,0.0012122844,0.03448276,0.002342225
3.367519,0.0008081897,0.03448276,0.001579363
3.3675554,0.0008081897,0.03448276,0.001579363
3.3672562,0.0006734914,0.03448276,0.0013211785
3.3671803,0.0012122844,0.03448276,0.002342225
3.367343,0.0010775862,0.03448276,0.002089864
3.3673682,0.0009428879,0.03448276,0.0018355841
3.3675323,0.0010775862,0.03448276,0.002089864
3.3674412,0.0013469828,0.03448276,0.0025926887
3.3671572,0.0017510776,0.03448276,0.0033329062
3.3674355,0.0013469828,0.03448276,0.0025926887
3.3675833,0.0009428879,0.03448276,0.0018355841
3.367332,0.0010775862,0.03448276,0.002089864
3.3671806,0.002020474,0.03448276,0.0038172796
3.3674388,0.0016163794,0.03448276,0.0030880081
3.3672738,0.0013469828,0.03448276,0.0025926887
3.3672671,0.0016163794,0.03448276,0.0030880081
3.3674345,0.0013469828,0.03448276,0.0025926887
3.3674626,0.0006734914,0.03448276,0.0013211785
3.3672132,0.00040409484,0.03448276,0.00079882843
3.3670382,0.0013469828,0.03448276,0.0025926887
3.3675454,0.0017510776,0.03448276,0.0033329062
3.367321,0.0008081897,0.03448276,0.001579363
3.3672454,0.0012122844,0.03448276,0.002342225
3.3672328,0.0012122844,0.03448276,0.002342225
3.3670466,0.0021551724,0.03448276,0.004056795
3.3670454,0.0012122844,0.03448276,0.002342225
3.3673022,0.0013469828,0.03448276,0.0025926887
3.3670254,0.0017510776,0.03448276,0.0033329062
3.367474,0.0010775862,0.03448276,0.002089864
3.367334,0.0009428879,0.03448276,0.0018355841
3.3670943,0.0013469828,0.03448276,0.0025926887
3.367033,0.0012122844,0.03448276,0.002342225
3.3673913,0.0005387931,0.03448276,0.001061008
3.3672786,0.0008081897,0.03448276,0.001579363
3.3671627,0.0017510776,0.03448276,0.0033329062
3.3675644,0.00040409484,0.03448276,0.00079882843
3.367422,0.0013469828,0.03448276,0.0025926887
3.3668885,0.0012122844,0.03448276,0.002342225
3.3674357,0.0009428879,0.03448276,0.0018355841
3.367202,0.0008081897,0.03448276,0.001579363
3.3674078,0.0009428879,0.03448276,0.0018355841
3.367348,0.0013469828,0.03448276,0.0025926887
3.3674831,0.0009428879,0.03448276,0.0018355841
3.367528,0.0010775862,0.03448276,0.002089864
3.3673687,0.0012122844,0.03448276,0.002342225
3.366959,0.002020474,0.03448276,0.0038172796
3.367543,0.0010775862,0.03448276,0.002089864
3.367342,0.0016163794,0.03448276,0.0030880081
3.3672414,0.0008081897,0.03448276,0.001579363
3.3670046,0.0009428879,0.03448276,0.0018355841
3.367621,0.0009428879,0.03448276,0.0018355841
3.367173,0.0009428879,0.03448276,0.0018355841
3.3673565,0.0010775862,0.03448276,0.002089864
3.367036,0.0016163794,0.03448276,0.0030880081
3.3671896,0.002020474,0.03448276,0.0038172796
3.3673983,0.0012122844,0.03448276,0.002342225
3.3673632,0.0008081897,0.03448276,0.001579363
3.366858,0.0021551724,0.03448276,0.004056795
3.366923,0.0010775862,0.03448276,0.002089864
3.367816,0.00026939655,0.03448276,0.0005346164
3.3670375,0.0005387931,0.03448276,0.001061008
3.3671408,0.0009428879,0.03448276,0.0018355841
3.3671522,0.0018857758,0.03448276,0.0035759897
3.3670256,0.0012122844,0.03448276,0.002342225
3.367045,0.0017510776,0.03448276,0.0033329062
3.3674674,0.0005387931,0.03448276,0.001061008
3.3671293,0.0016163794,0.03448276,0.0030880081
3.3674216,0.0006734914,0.03448276,0.0013211785
3.3670807,0.0018857758,0.03448276,0.0035759897
3.3673759,0.0016163794,0.03448276,0.0030880081
3.3671618,0.0013469828,0.03448276,0.0025926887
3.3673048,0.001481681,0.03448276,0.002841276
3.367753,0.0006734914,0.03448276,0.0013211785
3.3673444,0.0010775862,0.03448276,0.002089864
3.3665009,0.002020474,0.03448276,0.0038172796
3.3672817,0.0005387931,0.03448276,0.001061008
3.367025,0.001481681,0.03448276,0.002841276
3.3671665,0.0012122844,0.03448276,0.002342225
3.367447,0.0013469828,0.03448276,0.0025926887
3.3669245,0.0010775862,0.03448276,0.002089864
3.3670704,0.0012122844,0.03448276,0.002342225
3.3672564,0.0012122844,0.03448276,0.002342225
3.3675346,0.0008081897,0.03448276,0.001579363
3.3676565,0.0012122844,0.03448276,0.002342225
3.3676324,0.0008081897,0.03448276,0.001579363
3.3676043,0.0010775862,0.03448276,0.002089864
3.367381,0.0009428879,0.03448276,0.0018355841
3.36763,0.0010775862,0.03448276,0.002089864
3.36695,0.0017510776,0.03448276,0.0033329062
3.3679454,0.0010775862,0.03448276,0.002089864
3.3675163,0.0010775862,0.03448276,0.002089864
3.3672786,0.0010775862,0.03448276,0.002089864
3.367217,0.0018857758,0.03448276,0.0035759897
3.3672926,0.001481681,0.03448276,0.002841276
3.367154,0.0010775862,0.03448276,0.002089864
3.367494,0.0005387931,0.03448276,0.001061008
3.3672872,0.0009428879,0.03448276,0.0018355841
3.3677166,0.0013469828,0.03448276,0.0025926887
3.3668995,0.0009428879,0.03448276,0.0018355841
3.3671093,0.0006734914,0.03448276,0.0013211785
3.3677325,0.0005387931,0.03448276,0.001061008
3.3670578,0.0012122844,0.03448276,0.002342225
3.3674133,0.0012122844,0.03448276,0.002342225
3.367185,0.0013469828,0.03448276,0.0025926887
3.3677528,0.0005387931,0.03448276,0.001061008
3.3667579,0.002020474,0.03448276,0.0038172796
3.3678927,0.0010775862,0.03448276,0.002089864
3.3680167,0.0010775862,0.03448276,0.002089864
3.367535,0.0012122844,0.03448276,0.002342225
3.3674002,0.0013469828,0.03448276,0.0025926887
3.3662074,0.0024245689,0.03448276,0.0045305816
3.3673344,0.00040409484,0.03448276,0.00079882843
3.3667247,0.0010775862,0.03448276,0.002089864
3.3674865,0.0006734914,0.03448276,0.0013211785
3.3672543,0.0013469828,0.03448276,0.0025926887
3.3671246,0.0010775862,0.03448276,0.002089864
3.367478,0.0012122844,0.03448276,0.002342225
3.367089,0.0006734914,0.03448276,0.0013211785
3.3672523,0.0012122844,0.03448276,0.002342225
3.3676124,0.0016163794,0.03448276,0.0030880081
3.3675947,0.0010775862,0.03448276,0.002089864
3.3673453,0.0009428879,0.03448276,0.0018355841
3.3671494,0.0009428879,0.03448276,0.0018355841
3.3672373,0.0017510776,0.03448276,0.0033329062
3.3670459,0.0013469828,0.03448276,0.0025926887
3.3676615,0.0008081897,0.03448276,0.001579363
3.3669786,0.0016163794,0.03448276,0.0030880081
3.3671627,0.0016163794,0.03448276,0.0030880081
3.3669834,0.0012122844,0.03448276,0.002342225
3.367253,0.0008081897,0.03448276,0.001579363
3.3674262,0.0005387931,0.03448276,0.001061008
3.367089,0.0016163794,0.03448276,0.0030880081
3.3670783,0.001481681,0.03448276,0.002841276
3.367466,0.0009428879,0.03448276,0.0018355841
3.3675146,0.0013469828,0.03448276,0.0025926887
3.367487,0.0012122844,0.03448276,0.002342225
3.3680387,0.00040409484,0.03448276,0.00079882843
3.3676076,0.0010775862,0.03448276,0.002089864
3.3673348,0.0012122844,0.03448276,0.002342225
3.3669488,0.0016163794,0.03448276,0.0030880081
3.3678126,0.0012122844,0.03448276,0.002342225
3.3676934,0.0010775862,0.03448276,0.002089864
3.3674407,0.0012122844,0.03448276,0.002342225
3.3672333,0.001481681,0.03448276,0.002841276
3.3673177,0.0010775862,0.03448276,0.002089864
3.3675084,0.001481681,0.03448276,0.002841276
3.367564,0.0010775862,0.03448276,0.002089864
3.3674653,0.001481681,0.03448276,0.002841276
3.3679013,0.0008081897,0.03448276,0.001579363
3.36755,0.0008081897,0.03448276,0.001579363
3.3675299,0.0009428879,0.03448276,0.0018355841
3.3672438,0.0016163794,0.03448276,0.0030880081
3.367066,0.00026939655,0.03448276,0.0005346164
3.367477,0.0013469828,0.03448276,0.0025926887
3.3676648,0.0012122844,0.03448276,0.002342225
3.3673434,0.0009428879,0.03448276,0.0018355841
3.3669662,0.001481681,0.03448276,0.002841276
3.3673518,0.0016163794,0.03448276,0.0030880081
3.367004,0.0016163794,0.03448276,0.0030880081
3.3671591,0.0010775862,0.03448276,0.002089864
3.3672624,0.0017510776,0.03448276,0.0033329062
3.367427,0.0012122844,0.03448276,0.002342225
3.367217,0.0010775862,0.03448276,0.002089864
3.3672912,0.0009428879,0.03448276,0.0018355841
3.3675475,0.0018857758,0.03448276,0.0035759897
3.3677797,0.0012122844,0.03448276,0.002342225
3.3673918,0.0010775862,0.03448276,0.002089864
3.367756,0.0006734914,0.03448276,0.0013211785
3.367228,0.0013469828,0.03448276,0.0025926887
3.367662,0.0009428879,0.03448276,0.0018355841
3.3670964,0.0016163794,0.03448276,0.0030880081
3.3674128,0.0006734914,0.03448276,0.0013211785
3.3671577,0.0012122844,0.03448276,0.002342225
3.3673902,0.0013469828,0.03448276,0.0025926887
3.3673773,0.0008081897,0.03448276,0.001579363
3.3672318,0.0017510776,0.03448276,0.0033329062
3.3675818,0.001481681,0.03448276,0.002841276
3.3679652,0.0009428879,0.03448276,0.0018355841
3.3671393,0.001481681,0.03448276,0.002841276
3.3671665,0.0012122844,0.03448276,0.002342225
3.3676295,0.0012122844,0.03448276,0.002342225
3.3674617,0.0010775862,0.03448276,0.002089864
3.3672724,0.001481681,0.03448276,0.002841276
3.3673568,0.0010775862,0.03448276,0.002089864
3.3673224,0.0005387931,0.03448276,0.001061008
3.367344,0.0013469828,0.03448276,0.0025926887
3.3668728,0.001481681,0.03448276,0.002841276
3.3672976,0.0008081897,0.03448276,0.001579363
3.3673155,0.0010775862,0.03448276,0.002089864
3.3674438,0.0022898708,0.03448276,0.0042945556
3.367608,0.0006734914,0.03448276,0.0013211785
3.367445,0.0013469828,0.03448276,0.0025926887
3.3673663,0.0013469828,0.03448276,0.0025926887
3.3673923,0.0013469828,0.03448276,0.0025926887
3.3678901,0.0008081897,0.03448276,0.001579363
3.3673086,0.0008081897,0.03448276,0.001579363
3.367973,0.0006734914,0.03448276,0.0013211785
3.3677726,0.0009428879,0.03448276,0.0018355841
3.3676412,0.00026939655,0.03448276,0.0005346164
3.3674598,0.001481681,0.03448276,0.002841276
3.3677435,0.0009428879,0.03448276,0.0018355841
3.3670626,0.0012122844,0.03448276,0.002342225
3.3670137,0.0017510776,0.03448276,0.0033329062
3.367261,0.001481681,0.03448276,0.002841276
3.3673933,0.0008081897,0.03448276,0.001579363
3.3671854,0.0012122844,0.03448276,0.002342225
3.3673496,0.0009428879,0.03448276,0.0018355841
3.3674254,0.0016163794,0.03448276,0.0030880081
3.3674026,0.0006734914,0.03448276,0.0013211785
3.367538,0.0010775862,0.03448276,0.002089864
3.3669055,0.0018857758,0.03448276,0.0035759897
3.3671646,0.0010775862,0.03448276,0.002089864
3.3673534,0.0009428879,0.03448276,0.0018355841
3.3674192,0.0008081897,0.03448276,0.001579363
3.3672943,0.0013469828,0.03448276,0.0025926887
3.3676775,0.0009428879,0.03448276,0.0018355841
3.3673568,0.0016163794,0.03448276,0.0030880081
3.3677163,0.0006734914,0.03448276,0.0013211785
3.3674293,0.0005387931,0.03448276,0.001061008
3.3670485,0.0010775862,0.03448276,0.002089864
3.3670309,0.0013469828,0.03448276,0.0025926887
3.3670435,0.0010775862,0.03448276,0.002089864
3.3674283,0.0009428879,0.03448276,0.0018355841
3.367793,0.0006734914,0.03448276,0.0013211785
3.3674822,0.0006734914,0.03448276,0.0013211785
3.3675356,0.001481681,0.03448276,0.002841276
3.367775,0.00040409484,0.03448276,0.00079882843
3.3674855,0.0005387931,0.03448276,0.001061008
3.3671277,0.0010775862,0.03448276,0.002089864
3.367118,0.0013469828,0.03448276,0.0025926887
3.367257,0.0009428879,0.03448276,0.0018355841
3.3674972,0.0006734914,0.03448276,0.0013211785
3.367474,0.001481681,0.03448276,0.002841276
3.3672507,0.0013469828,0.03448276,0.0025926887
3.3672252,0.0010775862,0.03448276,0.002089864
3.3674338,0.0008081897,0.03448276,0.001579363
3.3670483,0.0010775862,0.03448276,0.002089864
3.367038,0.0010775862,0.03448276,0.002089864
3.3673997,0.0010775862,0.03448276,0.002089864
3.367291,0.0013469828,0.03448276,0.0025926887
3.367204,0.001481681,0.03448276,0.002841276
3.367248,0.0013469828,0.03448276,0.0025926887
3.3671408,0.0010775862,0.03448276,0.002089864
3.3671625,0.0008081897,0.03448276,0.001579363
3.3674626,0.0009428879,0.03448276,0.0018355841
3.3671527,0.0012122844,0.03448276,0.002342225
3.366963,0.0016163794,0.03448276,0.0030880081
3.3676963,0.00040409484,0.03448276,0.00079882843
3.3678014,0.0009428879,0.03448276,0.0018355841
3.3672624,0.0012122844,0.03448276,0.002342225
3.367372,0.0010775862,0.03448276,0.002089864
3.3668416,0.0015394089,0.03448276,0.0029472443
3.3672347,0.0012122844,0.03448276,0.002342225
3.3670835,0.0012122844,0.03448276,0.002342225
3.3671932,0.001481681,0.03448276,0.002841276
3.3675847,0.0008081897,0.03448276,0.001579363
3.3672705,0.0009428879,0.03448276,0.0018355841
3.3671134,0.001481681,0.03448276,0.002841276
3.3670893,0.0010775862,0.03448276,0.002089864
3.3669028,0.0010775862,0.03448276,0.002089864
3.367198,0.0012122844,0.03448276,0.002342225
3.3672438,0.0016163794,0.03448276,0.0030880081
3.3670352,0.001481681,0.03448276,0.002841276
